Year_Birth,Education,Marital_Status,Income,Recency,Kids,Expenses,TotalAcceptedCmp,NumTotalPurchases
-1.0229978103317632,-0.1624591083221647,-1.3500298682478438,0.31979853997138585,0.30611089347260617,-1.3527305079902405,2.1721488968130176,0.8385356036773296,1.3812573488117628
-1.2817558383997798,-0.1624591083221647,-1.3500298682478438,-0.1636539360367568,-0.38366095726238264,1.3475870459826733,-0.9692227610678512,-0.46682004326291665,-1.1072136954646328
-0.3329764021503853,-0.1624591083221647,0.7407243524899675,0.8721575457548115,-0.7975240677033759,-1.3527305079902405,0.510580617393011,-0.46682004326291665,0.857368707911469
1.305824442280387,-0.1624591083221647,0.7407243524899675,-0.9711023735819827,-0.7975240677033759,-0.002571731003783658,-0.9178544194924408,-0.46682004326291665,-0.845269375014486
1.0470664142123705,-0.1624591083221647,0.7407243524899675,0.32615220571509135,1.547700224795586,-0.002571731003783658,-0.1888191102106542,-0.46682004326291665,0.5954243874613221
-0.16047105010504084,-0.1624591083221647,0.7407243524899675,0.49913587951145916,-1.1424099930708704,-0.002571731003783658,0.39203829068052537,-0.46682004326291665,0.9883408681365424
0.1845396539856481,-0.1624591083221647,-1.3500298682478438,0.21719708605851654,-0.5216153274093804,-0.002571731003783658,0.14309940458430556,-0.46682004326291665,0.857368707911469
1.3920771183030594,-0.1624591083221647,0.7407243524899675,-0.6920329775616813,-0.5905925124828793,-0.002571731003783658,-0.6886725878483019,-0.46682004326291665,-0.583325054564339
0.4432976820536648,-0.1624591083221647,0.7407243524899675,-0.819229266611475,-1.038944215460622,-0.002571731003783658,-0.9316843576088975,0.8385356036773296,-1.1072136954646328
-1.6267665424904687,-0.1624591083221647,0.7407243524899675,-1.8318396205905447,0.6509968188401006,1.3475870459826733,-0.9257572412732732,0.8385356036773296,-1.6311023363649266
1.2195717662577148,-0.1624591083221647,0.7407243524899675,0.07832855366041903,-1.3148529557546176,-0.002571731003783658,-0.985028404629516,-0.46682004326291665,-1.3691580159147798
0.6158030340990093,6.155395104206463,0.7407243524899675,-1.7559235628012382,0.34059948600935563,-1.3527305079902405,-0.902048775930776,-0.46682004326291665,-1.1072136954646328
-0.8504924582864187,-0.1624591083221647,-1.3500298682478438,0.5204514032967936,1.133837114354593,-1.3527305079902405,1.1546605925308495,-0.46682004326291665,0.20250790678610173
-1.4542611904451244,-0.1624591083221647,-1.3500298682478438,0.36964407251555254,0.133667930788859,1.3475870459826733,-0.4100981200739607,-0.46682004326291665,0.07153574656102826
1.564582470348404,-0.1624591083221647,0.7407243524899675,-1.353265120217892,-0.38366095726238264,-1.3527305079902405,-0.9316843576088975,-0.46682004326291665,-1.2381858556897063
-1.9717772465811576,-0.1624591083221647,-1.3500298682478438,1.3307282468827657,-0.9009898453136242,-1.3527305079902405,1.5754858523601736,3.4492468975578223,1.5122295090368363
0.9608137381896982,-0.1624591083221647,0.7407243524899675,-0.34786925121232004,0.06469074571536011,1.3475870459826733,-0.8328990853484928,-0.46682004326291665,-0.7142972147894124
-1.9717772465811576,-0.1624591083221647,0.7407243524899675,-0.5155240440623543,-1.0044556229238726,-1.3527305079902405,-0.3962681819575041,-0.46682004326291665,-0.19040857388911864
1.3920771183030594,-0.1624591083221647,-1.3500298682478438,-0.6773580592633164,1.2717914845015905,-0.002571731003783658,-0.7597979838757933,-0.46682004326291665,-0.845269375014486
1.1333190902350427,-0.1624591083221647,0.7407243524899675,-0.5450378462266635,-0.2801951796521343,-1.3527305079902405,-0.39824388740271216,-0.46682004326291665,-0.3213807341141921
-1.713019218513141,-0.1624591083221647,0.7407243524899675,0.33902350277008175,0.47855385615635343,-0.002571731003783658,0.8978188846537974,0.8385356036773296,0.33348006701117516
-1.2817558383997798,-0.1624591083221647,0.7407243524899675,0.6143626821279496,-1.6942274736588614,-0.002571731003783658,0.052216954104733246,-0.46682004326291665,0.7263965476863955
-1.5405138664677966,-0.1624591083221647,0.7407243524899675,-0.39546025720226863,0.68548541137685,-0.002571731003783658,-0.14535359041607612,-0.46682004326291665,0.7263965476863955
0.012034301940303633,-0.1624591083221647,-1.3500298682478438,-1.3013700180789816,1.3752572621118389,-1.3527305079902405,-0.8743888996978627,-0.46682004326291665,-0.845269375014486
